kernel,source,source_token,standalone_c,fixture_scalar_types,fixture_shape_macros,operation_summary,reviewed_semantic_family,current_match,current_match_scope,linalg_ops,residual_loops,closest_library,closest_api,relationship,whole_kernel_coverage,semantic_constraints,rank_layout_constraints,required_compiler_work,confidence,priority,notes,evidence_url,alternative_libraries,current_backend_support,compiler_gap_class
aten_trace_cpu,aten/src/ATen/native/ReduceOps.cpp,trace_cpu,issues/aten_c_kernels/aten_trace_cpu.c,float,N=64,reduction: trace,reduction,,NONE,1,0,cuTENSOR,cutensorCreateReduction plus elementwise stages,BUILDING_BLOCKS_ONLY,reduction stage,variance/norm/mean scaling or nested metadata requires extra stages; reduction order may differ,regular affine tensor modes/strides and supported reduction operator,"raise stages, partition graph, and lower generic reduction descriptors",HIGH,MEDIUM,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_transform_bias_rescale_qkv_cpu,aten/src/ATen/native/cpu/NativeMultiheadAttnKernel.cpp,transform_bias_rescale_qkv_kernel_impl,issues/aten_c_kernels/aten_transform_bias_rescale_qkv_cpu.c,float,B=2; S=16; H=4; D=8,qkv_transform: transform_bias_rescale_qkv_kernel_impl,qkv_transform,,NONE,3,0,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_transpose_copy,aten/src/ATen/native/TensorShape.cpp,transpose,issues/aten_c_kernels/aten_transpose_copy.c,float,M=32; N=24,tensor_permutation: transpose,tensor_permutation,,NONE,1,0,cuTENSOR,cutensorPermute,EXACT_CONFIGURED_PRIMITIVE,whole for affine permutation/broadcast,pure data rearrangement with no overlapping writes,positive explicit strides/modes; shuffle/repeat must be representable without index-dependent modulo,affine-map-to-mode extraction + generic permutation lowering,HIGH,HIGH,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,none identified with stronger whole-kernel semantics,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_trigamma,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,trigamma_kernel,issues/aten_c_kernels/aten_trigamma.c,float,N=4096,random_distribution: trigamma_kernel,random_distribution,,NONE,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_tril_indices_cpu,aten/src/ATen/native/TensorFactories.cpp,tril_indices_cpu,issues/aten_c_kernels/aten_tril_indices_cpu.c,int,N=32; K=(N*(N+1),index_generation: tril_indices,index_generation,,NONE,0,2,CUB/Thrust,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,finish raising residual loops; then shape specialization and multi-call composition,HIGH,LOW,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_trilinear_cpu,aten/src/ATen/native/Linear.cpp,_trilinear,issues/aten_c_kernels/aten_trilinear_cpu.c,float,B=8; I=16; J=20; K=24,tensor_contraction: _trilinear,tensor_contraction,memset_zero_2D_f32,PARTIAL_STAGE_ONLY,2,0,cuTENSOR,cutensorCreateContraction,EXACT_CONFIGURED_PRIMITIVE,whole,multiply-add reduction; alpha/beta and reassociation policy,modes/extents/strides express the affine accesses; real or complex supported types,preserve current partial match and partition residual graph; then iterator-count-independent contraction recognition + generic descriptor lowering,HIGH,HIGHEST,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,cuTensorNet for larger contraction networks; cuBLAS when flattenable to GEMM,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,GRAPH_PARTITION_RESIDUAL_THEN_LIBRARY_LOWERING
aten_triu_indices_cpu,aten/src/ATen/native/TensorFactories.cpp,triu_indices_cpu,issues/aten_c_kernels/aten_triu_indices_cpu.c,int,N=32; K=(N*(N+1),index_generation: triu_indices,index_generation,,NONE,0,2,CUB/Thrust,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,finish raising residual loops; then shape specialization and multi-call composition,HIGH,LOW,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_triu_mask_cpu,aten/src/ATen/native/Itertools.cpp,_triu_mask,issues/aten_c_kernels/aten_triu_mask_cpu.c,int,M=32; N=32,index_generation: _triu_mask,index_generation,,NONE,1,0,CUB/Thrust,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,shape specialization and multi-call composition,HIGH,LOW,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_triu_tril_batch_cpu,aten/src/ATen/native/TriangularOps.cpp,apply_triu_tril,issues/aten_c_kernels/aten_triu_tril_batch_cpu.c,float/int,B=4; M=32; N=24,index_generation: apply_triu_tril,index_generation,,NONE,1,0,CUB/Thrust,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,shape specialization and multi-call composition,HIGH,LOW,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_triu_tril_single_cpu,aten/src/ATen/native/TriangularOps.cpp,apply_triu_tril_single,issues/aten_c_kernels/aten_triu_tril_single_cpu.c,float/int,M=32; N=24,triangular_mask: apply_triu_tril_single,triangular_mask,,NONE,1,0,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_trunc,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,trunc_kernel,issues/aten_c_kernels/aten_trunc.c,float,N=4096,pointwise: trunc_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_unfold3d_acc_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dAccKernelImpl,issues/aten_c_kernels/aten_unfold3d_acc_cpu.c,float,C=2; D=6; H=7; W=8; K=3,patch_extract_scatter: Unfold3dAccKernelImpl,patch_extract_scatter,,NONE,1,1,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unfold3d_copy_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dCopyKernelImpl,issues/aten_c_kernels/aten_unfold3d_copy_cpu.c,float,C=2; D=6; H=7; W=8; K=3,patch_extract_scatter: Unfold3dCopyKernelImpl,patch_extract_scatter,,NONE,1,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_unfold3d_zero_acc_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dZeroPaddingAccKernelImpl,issues/aten_c_kernels/aten_unfold3d_zero_acc_cpu.c,float,C=2; D=8; H=9; W=10; K=3,patch_extract_scatter: Unfold3dZeroPaddingAccKernelImpl,patch_extract_scatter,,NONE,0,8,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unfold3d_zero_copy_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dZeroPaddingCopyKernelImpl,issues/aten_c_kernels/aten_unfold3d_zero_copy_cpu.c,float,C=2; D=8; H=9; W=10; K=3,patch_extract_scatter: Unfold3dZeroPaddingCopyKernelImpl,patch_extract_scatter,,NONE,1,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_unfold_backward_cpu,aten/src/ATen/native/cpu/UnfoldBackwardKernel.cpp,unfold_backward_cpu_kernel,issues/aten_c_kernels/aten_unfold_backward_cpu.c,float,N=32; SIZE=64; STEP=2,patch_extract_scatter: unfold_backward_kernel,patch_extract_scatter,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,2,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,preserve current partial match and partition residual graph; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,GRAPH_PARTITION_RESIDUAL_THEN_LIBRARY_LOWERING
aten_unfolded2d_acc_cpu,aten/src/ATen/native/cpu/Unfold2d.cpp,unfolded2d_acc_kernel,issues/aten_c_kernels/aten_unfolded2d_acc_cpu.c,float,C=2; H=8; W=8; KH=3; KW=3; OH=6; OW=6,patch_extract_scatter: unfolded2d_acc_kernel,patch_extract_scatter,,NONE,2,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_unfolded2d_copy_cpu,aten/src/ATen/native/cpu/Unfold2d.cpp,unfolded2d_copy_kernel,issues/aten_c_kernels/aten_unfolded2d_copy_cpu.c,float,C=2; H=8; W=8; KH=3; KW=3; OH=6; OW=6,patch_extract_scatter: unfolded2d_copy_kernel,patch_extract_scatter,,NONE,1,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_uniform_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,uniform_kernel,issues/aten_c_kernels/aten_uniform_cpu.c,float,N=4096,random_generation: uniform_kernel,random_generation,,NONE,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_unique_bool_cpu,aten/src/ATen/native/Unique.cpp,unique_cpu_bool_template,issues/aten_c_kernels/aten_unique_bool_cpu.c,int,N=1024,ordering_selection: unique_bool_template,ordering_selection,,NONE,0,1,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unique_consecutive_cpu,aten/src/ATen/native/Unique.cpp,unique_consecutive_cpu_template,issues/aten_c_kernels/aten_unique_consecutive_cpu.c,int,N=1024,ordering_selection: unique_consecutive_template,ordering_selection,,NONE,0,1,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unique_dim_impl_cpu,aten/src/ATen/native/Unique.cpp,_unique_dim_cpu_impl,issues/aten_c_kernels/aten_unique_dim_impl_cpu.c,float/int,R=128; C=16,ordering_selection: _unique_dim_impl,ordering_selection,,NONE,3,1,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unique_dim_template_cpu,aten/src/ATen/native/Unique.cpp,_unique_dim_cpu_template,issues/aten_c_kernels/aten_unique_dim_template_cpu.c,float/int,R=128; C=16,ordering_selection: _unique_dim_template,ordering_selection,,NONE,3,1,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unique_sorted_cpu,aten/src/ATen/native/Unique.cpp,unique_cpu_sorted_template,issues/aten_c_kernels/aten_unique_sorted_cpu.c,int,N=1024,ordering_selection: unique_sorted_template,ordering_selection,,NONE,0,3,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unpack_pivots_cpu,aten/src/ATen/native/BatchLinearAlgebraKernel.cpp,unpack_pivots_cpu_kernel,issues/aten_c_kernels/aten_unpack_pivots_cpu.c,int,N=128,matrix_factorization: unpack_pivots_kernel,matrix_factorization,,NONE,1,1,cuSOLVER,dense eig/LU/QR helper APIs,BUILDING_BLOCKS_ONLY,factorization or helper stage,the extracted helper may only reflect/unpack pivots rather than perform the factorization,cuSOLVER column-major dense layouts/types/workspaces,finish raising residual loops; then recognize enclosing factorization; helper alone is not a cuSOLVER call,HIGH,LOW,,https://docs.nvidia.com/cuda/cusolver/contents.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_unsafe_index_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,_unsafe_index,issues/aten_c_kernels/aten_unsafe_index_cpu.c,float/int,N=512,indexed_data_movement: _unsafe_index,indexed_data_movement,,NONE,1,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_upper_bound_cpu,aten/src/ATen/native/Bucketization.cpp,cus_upper_bound,issues/aten_c_kernels/aten_upper_bound_cpu.c,float/int,N=256; M=128,search: cus_upper_bound,search,,NONE,0,2,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_upsample_bicubic2d_aa_backward_cpu,aten/src/ATen/native/cpu/UpSampleKernel.cpp,upsample_bicubic2d_aa_backward_kernel_impl,issues/aten_c_kernels/aten_upsample_bicubic2d_aa_backward_cpu.c,float,B=1; C=2; I0=4; O0=7; I1=5; O1=8,resampling: upsample_bicubic2d_aa_backward_kernel_impl,resampling,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,3,3,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,finish raising residual loops; then specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_upsample_bicubic2d_aa_cpu,aten/src/ATen/native/cpu/UpSampleKernel.cpp,upsample_bicubic2d_aa_kernel_impl,issues/aten_c_kernels/aten_upsample_bicubic2d_aa_cpu.c,float,B=1; C=2; I0=4; O0=7; I1=5; O1=8,resampling: upsample_bicubic2d_aa_kernel_impl,resampling,,NONE,2,3,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,finish raising residual loops; then specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_upsample_bicubic2d_backward_cpu,aten/src/ATen/native/UpSampleBicubic2d.cpp,upsample_bicubic2d_backward_out_frame,issues/aten_c_kernels/aten_upsample_bicubic2d_backward_cpu.c,float,OH=8; OW=8; IH=5; IW=5,resampling: upsample_bicubic2d_backward_frame,resampling,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,1,2,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,finish raising residual loops; then specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_upsample_bicubic2d_cpu,aten/src/ATen/native/cpu/UpSampleKernel.cpp,upsample_bicubic2d_kernel_impl,issues/aten_c_kernels/aten_upsample_bicubic2d_cpu.c,float,B=1; C=2; I0=4; O0=7; I1=5; O1=8,resampling: upsample_bicubic2d_kernel_impl,resampling,,NONE,0,5,NPP,nppiResize/nppiRemap,SUBSET_WITH_CONSTRAINTS,forward 2D image subset,"ATen grid normalization, padding mode, align_corners, antialias and backward are not generally identical",NPP 2D image channels/ROI/step and supported dtypes,finish raising residual loops; then specialize proven-compatible 2D forward cases; no generic one-call route,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_upsample_bilinear2d,aten/src/ATen/native/UpSampleBilinear2d.cpp,upsample_bilinear2d,issues/aten_c_kernels/aten_upsample_bilinear2d.c,float,B=2; C=3; H=4; W=4,tensor_contraction: upsample_bilinear2d,tensor_contraction,,NONE,1,0,cuDNN,Resample forward/backward,SUBSET_WITH_CONSTRAINTS,whole for supported coordinate mode,"ATen align_corners, half-pixel/exact-nearest, antialias and backward accumulation must match",cuDNN supported rank/layout/dtype and interpolation modes,coordinate-mode proof + resample descriptor lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTensorNet for larger contraction networks; cuBLAS when flattenable to GEMM,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_upsample_bilinear2d_aa_backward_cpu,aten/src/ATen/native/cpu/UpSampleKernel.cpp,upsample_bilinear2d_aa_backward_kernel_impl,issues/aten_c_kernels/aten_upsample_bilinear2d_aa_backward_cpu.c,float,B=1; C=2; I0=4; O0=7; I1=5; O1=8,tensor_contraction: upsample_bilinear2d_aa_backward_kernel_impl,tensor_contraction,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,3,3,cuDNN,Resample forward/backward,SUBSET_WITH_CONSTRAINTS,whole for supported coordinate mode,"ATen align_corners, half-pixel/exact-nearest, antialias and backward accumulation must match",cuDNN supported rank/layout/dtype and interpolation modes,finish raising residual loops; then coordinate-mode proof + resample descriptor lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTensorNet for larger contraction networks; cuBLAS when flattenable to GEMM,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_upsample_bilinear2d_aa_cpu,aten/src/ATen/native/cpu/UpSampleKernel.cpp,upsample_bilinear2d_aa_kernel_impl,issues/aten_c_kernels/aten_upsample_bilinear2d_aa_cpu.c,float,B=1; C=2; I0=4; O0=7; I1=5; O1=8,tensor_contraction: upsample_bilinear2d_aa_kernel_impl,tensor_contraction,,NONE,2,3,cuDNN,Resample forward/backward,SUBSET_WITH_CONSTRAINTS,whole for supported coordinate mode,"ATen align_corners, half-pixel/exact-nearest, antialias and backward accumulation must match",cuDNN supported rank/layout/dtype and interpolation modes,finish raising residual loops; then coordinate-mode proof + resample descriptor lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTensorNet for larger contraction networks; cuBLAS when flattenable to GEMM,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
